In-N-Out,,,,,,,,
Hamburger,2.05,390,19,16,39,650,,
Chesseburger,2.35,480,27,22,39,1000,,
Double- Double,3.4,670,41,37,39,1440,,
French Fries,1.6,395,18,7,54,245,,
Chocolate Shake,2.1,590,29,10,72,320,,
Vanilla Shake,2.1,580,31,10,67,300,,
Strawberry Shake,2.1,590,27,8,81,270,,
